Student_ID,Date,Attendance_Status,Subject
S00134,2024-11-08,excused,Operating Systems
S00131,2024-10-24,Absent,Database Management Systems
S00022,2024-10-25,absnt,Operating Systems
S00129,2024-10-13,PRESENT ,Software Engineering Lab
S00122,2025-01-20,absnt,Machine Learning
S00010,2024-03-21,left early,Machine Learning
S00147,2024-05-12,PRESENT ,Computer Networks
S00108,2024-04-24,absnt,Mathematics for Computing
S00039,2025-01-08,excused,Mathematics for Computing
S00130,2024-05-27,left early,Mathematics for Computing
S00055,2024-04-26,excused,Database Management Systems
S00083,2025-02-06,PRESENT ,Computer Networks
S00081,2024-06-19,left early,Database Management Systems
S00064,2024-09-27,PRESENT ,Database Management Systems
S00005,2024-09-05,left early,Artificial Intelligence Lab
S00121,2024-06-08,absnt,Software Engineering Lab
S00081,2024-07-05,absnt,Mathematics for Computing
S00002,2024-08-02,Absent,Operating Systems
S00032,2024-12-24,left early,Mathematics for Computing
S00088,2025-01-28,left early,Machine Learning
S00142,2024-03-27,left early,Software Engineering Lab
S00077,2024-05-08,PRESENT ,Mathematics for Computing
S00129,2024-05-27,left early,Operating Systems
S00119,2024-12-31,absnt,Machine Learning
S00128,2024-10-26, late,Machine Learning
S00135,2024-12-30,excused,Machine Learning
S00076,2025-03-06,excused,Mathematics for Computing
S00046,2024-06-06,excused,Computer Networks
S00095,2025-02-19,Present,Artificial Intelligence Lab
S00040,2024-05-28,left early,Software Engineering Lab
S00033,2024-09-11, late,Computer Networks
S00056,2024-10-30, late,Mathematics for Computing
S00041,2025-02-11, late,Machine Learning
S00110,2024-09-02,absnt,Mathematics for Computing
S00121,2024-09-13,Present,Database Management Systems
S00105,2024-06-03,Absent,Artificial Intelligence Lab
S00132,2024-12-08,Present,Machine Learning
S00009,2024-12-03,left early,Machine Learning
S00055,2024-08-26,PRESENT ,Operating Systems
S00103,2024-05-22,excused,Software Engineering Lab
S00098,2024-08-24,Absent,Artificial Intelligence Lab
S00141,2024-09-15,Late,Software Engineering Lab
S00046,2025-01-22,excused,Computer Networks
S00072,2024-09-06,excused,Mathematics for Computing
S00057,2025-01-30,left early,Artificial Intelligence Lab
S00010,2024-08-03,excused,Mathematics for Computing
S00026,2024-06-21,PRESENT ,Computer Networks
S00149,2024-11-23,PRESENT ,Artificial Intelligence Lab
S00101,2024-10-27,Late,Mathematics for Computing
S00048,2025-02-23,left early,Software Engineering Lab
S00115,2024-11-08, late,Computer Networks
S00076,2024-05-09,Absent,Database Management Systems
S00048,2025-01-24,Present,Artificial Intelligence Lab
S00072,2024-06-11,PRESENT ,Software Engineering Lab
S00143,2024-11-19,absnt,Software Engineering Lab
S00095,2024-04-24, late,Mathematics for Computing
S00136,2025-02-13,Late,Software Engineering Lab
S00110,2024-04-22,absnt,Artificial Intelligence Lab
S00102,2024-07-23,left early,Software Engineering Lab
S00096,2024-05-25,PRESENT ,Computer Networks
S00150,2024-07-28,PRESENT ,Machine Learning
S00108,2024-12-27,excused,Database Management Systems
S00028,2024-09-14,PRESENT ,Mathematics for Computing
S00109,2024-04-22,left early,Computer Networks
S00011,2025-01-13,excused,Software Engineering Lab
S00130,2024-05-06,PRESENT ,Artificial Intelligence Lab
S00104,2024-08-23,absnt,Computer Networks
S00022,2024-06-16, late,Artificial Intelligence Lab
S00126,2024-08-25,excused,Database Management Systems
S00085,2024-09-13, late,Mathematics for Computing
S00032,2025-01-22,Present,Database Management Systems
S00019,2024-11-18,absnt,Mathematics for Computing
S00007,2024-08-14,Late,Mathematics for Computing
S00148,2024-10-28,left early,Machine Learning
S00037,2024-05-16,Absent,Artificial Intelligence Lab
S00093,2024-12-02,absnt,Machine Learning
S00104,2024-06-06,absnt,Artificial Intelligence Lab
S00064,2024-08-31,Late,Artificial Intelligence Lab
S00119,2024-12-11,excused,Artificial Intelligence Lab
S00090,2024-05-17,Present,Operating Systems
S00108,2024-05-22,Late,Artificial Intelligence Lab
S00035,2024-09-09, late,Artificial Intelligence Lab
S00024,2025-03-05,absnt,Computer Networks
S00109,2025-02-05,Absent,Artificial Intelligence Lab
S00143,2024-03-28,left early,Operating Systems
S00011,2024-09-30,PRESENT ,Computer Networks
S00144,2024-07-12, late,Machine Learning
S00109,2025-02-07,left early,Database Management Systems
S00047,2024-05-28,Absent,Mathematics for Computing
S00052,2024-06-22,Absent,Machine Learning
S00067,2025-01-14,Late,Operating Systems
S00011,2024-04-01, late,Artificial Intelligence Lab
S00136,2024-04-22,Present,Database Management Systems
S00089,2025-01-19,PRESENT ,Artificial Intelligence Lab
S00103,2024-12-27,left early,Operating Systems
S00099,2024-06-02,Late,Mathematics for Computing
S00085,2024-09-04, late,Machine Learning
S00102,2024-12-12,Present,Artificial Intelligence Lab
S00089,2024-10-11,Present,Database Management Systems
S00074,2025-02-15,Present,Computer Networks
S00123,2024-08-11,Late,Software Engineering Lab
S00121,2024-09-01,Late,Mathematics for Computing
S00105,2024-04-11,left early,Operating Systems
S00080,2024-08-24, late,Artificial Intelligence Lab
S00131,2024-04-19,Late,Computer Networks
S00122,2024-05-02,absnt,Artificial Intelligence Lab
S00110,2025-01-03,Absent,Operating Systems
S00138,2024-04-21,PRESENT ,Operating Systems
S00001,2024-09-16,excused,Database Management Systems
S00007,2024-12-29,excused,Mathematics for Computing
S00002,2024-08-05,absnt,Computer Networks
S00075,2024-10-22,PRESENT ,Operating Systems
S00065,2024-07-19,Present,Database Management Systems
S00024,2024-05-18,left early,Mathematics for Computing
S00109,2025-03-05,excused,Computer Networks
S00044,2024-12-09,Present,Mathematics for Computing
S00108,2024-05-18,excused,Artificial Intelligence Lab
S00147,2024-10-26,excused,Mathematics for Computing
S00070,2024-06-20,excused,Database Management Systems
S00084,2024-08-02,Absent,Operating Systems
S00028,2024-03-30,excused,Operating Systems
S00038,2024-05-15,PRESENT ,Software Engineering Lab
S00136,2024-08-15,Absent,Database Management Systems
S00092,2024-09-17,left early,Operating Systems
S00112,2024-06-27, late,Artificial Intelligence Lab
S00125,2024-06-16,left early,Artificial Intelligence Lab
S00143,2024-03-15,absnt,Software Engineering Lab
S00115,2024-06-23,left early,Mathematics for Computing
S00116,2024-07-26,Absent,Machine Learning
S00103,2024-05-25, late,Machine Learning
S00095,2024-09-30,absnt,Machine Learning
S00096,2024-05-21,Absent,Artificial Intelligence Lab
S00086,2024-12-21,Present,Operating Systems
S00132,2024-04-11,left early,Artificial Intelligence Lab
S00129,2024-10-15,Late,Database Management Systems
S00082,2024-04-25,excused,Machine Learning
S00096,2024-12-28,Absent,Mathematics for Computing
S00002,2024-09-21,PRESENT ,Artificial Intelligence Lab
S00078,2025-01-15,Late,Artificial Intelligence Lab
S00119,2024-08-30,PRESENT ,Mathematics for Computing
S00028,2024-04-07,Present,Operating Systems
S00128,2024-03-13,excused,Operating Systems
S00132,2024-07-14,Present,Computer Networks
S00064,2024-05-14,PRESENT ,Database Management Systems
S00029,2025-02-24,PRESENT ,Mathematics for Computing
S00055,2024-06-12,PRESENT ,Database Management Systems
S00099,2024-11-03,Absent,Machine Learning
S00007,2024-04-15,Present,Mathematics for Computing
S00147,2024-06-22,Late,Artificial Intelligence Lab
S00004,2025-01-14,absnt,Computer Networks
S00006,2025-01-03,left early,Database Management Systems
S00015,2024-03-27,PRESENT ,Artificial Intelligence Lab
S00130,2024-05-11,Present,Mathematics for Computing
S00056,2024-05-15,absnt,Operating Systems
S00085,2025-02-06,excused,Computer Networks
S00002,2025-02-21, late,Computer Networks
S00027,2025-01-07,excused,Artificial Intelligence Lab
S00032,2024-04-17,PRESENT ,Software Engineering Lab
S00139,2024-10-07,Absent,Operating Systems
S00105,2024-03-31, late,Software Engineering Lab
S00062,2025-01-12,Absent,Mathematics for Computing
S00065,2025-01-12,left early,Mathematics for Computing
S00128,2024-08-15,Late,Mathematics for Computing
S00148,2024-10-13,excused,Mathematics for Computing
S00078,2024-10-28,left early,Artificial Intelligence Lab
S00020,2025-02-07, late,Database Management Systems
S00126,2024-03-30,absnt,Operating Systems
S00009,2024-10-07,Absent,Operating Systems
S00058,2024-12-24,excused,Database Management Systems
S00021,2025-01-13,absnt,Software Engineering Lab
S00036,2024-06-24,Present,Software Engineering Lab
S00114,2024-12-03,Absent,Machine Learning
S00072,2024-09-16,Absent,Mathematics for Computing
S00111,2024-09-06,absnt,Artificial Intelligence Lab
S00003,2024-04-27,PRESENT ,Operating Systems
S00119,2024-07-04, late,Mathematics for Computing
S00131,2024-04-07,Late,Database Management Systems
S00047,2024-12-11,absnt,Software Engineering Lab
S00111,2025-01-15, late,Database Management Systems
S00130,2025-01-13,excused,Artificial Intelligence Lab
S00080,2024-04-30,Present,Software Engineering Lab
S00121,2024-08-18,excused,Operating Systems
S00104,2024-03-20,Absent,Database Management Systems
S00086,2024-06-18,absnt,Database Management Systems
S00127,2024-03-11,Late,Computer Networks
S00003,2024-12-08,left early,Operating Systems
S00041,2024-10-12, late,Machine Learning
S00146,2024-08-01,excused,Computer Networks
S00018,2024-07-24, late,Artificial Intelligence Lab
S00107,2024-12-03,absnt,Computer Networks
S00140,2024-07-09,Present,Mathematics for Computing
S00005,2024-04-02,Late,Operating Systems
S00135,2024-11-27,excused,Software Engineering Lab
S00033,2024-12-31,Late,Artificial Intelligence Lab
S00147,2024-11-16,absnt,Machine Learning
S00099,2025-01-28,Late,Artificial Intelligence Lab
S00090,2024-03-09,absnt,Artificial Intelligence Lab
S00149,2024-03-13,left early,Machine Learning
S00095,2024-06-14,absnt,Mathematics for Computing
S00112,2024-09-03,excused,Computer Networks
S00024,2024-04-28,left early,Mathematics for Computing
S00075,2024-04-19,excused,Mathematics for Computing
S00073,2025-01-21,Late,Operating Systems
S00114,2024-11-02,absnt,Operating Systems
S00116,2024-10-23,absnt,Database Management Systems
S00139,2024-07-19, late,Database Management Systems
S00029,2024-10-19,excused,Software Engineering Lab
S00049,2024-06-08,Present,Machine Learning
S00001,2024-10-04,absnt,Mathematics for Computing
S00139,2024-05-06,Late,Artificial Intelligence Lab
S00073,2024-10-04,excused,Mathematics for Computing
S00012,2024-04-11,PRESENT ,Operating Systems
S00087,2024-10-14,Present,Mathematics for Computing
S00016,2024-11-26,left early,Computer Networks
S00032,2024-05-14,absnt,Operating Systems
S00005,2024-11-07,left early,Operating Systems
S00050,2024-08-15,absnt,Database Management Systems
S00034,2024-03-23,Late,Artificial Intelligence Lab
S00104,2024-09-27, late,Artificial Intelligence Lab
S00133,2024-07-19,Present,Mathematics for Computing
S00008,2024-03-12,Absent,Artificial Intelligence Lab
S00006,2024-11-30,left early,Operating Systems
S00039,2024-12-08,Late,Mathematics for Computing
S00008,2024-11-29,left early,Database Management Systems
S00032,2025-01-16,Late,Computer Networks
S00144,2024-12-04,Late,Operating Systems
S00101,2024-05-30,excused,Artificial Intelligence Lab
S00069,2024-12-13,excused,Software Engineering Lab
S00041,2024-10-22,Present,Database Management Systems
S00114,2024-06-27,excused,Software Engineering Lab
S00128,2024-10-17, late,Software Engineering Lab
S00079,2024-05-21,absnt,Mathematics for Computing
S00144,2024-08-27,excused,Artificial Intelligence Lab
S00066,2024-10-21,absnt,Software Engineering Lab
S00013,2024-05-26,absnt,Mathematics for Computing
S00121,2024-08-08,Absent,Database Management Systems
S00121,2024-09-03,Present,Mathematics for Computing
S00099,2025-01-26,left early,Mathematics for Computing
S00150,2024-04-04,excused,Database Management Systems
S00005,2024-03-28,left early,Computer Networks
S00005,2024-03-25,PRESENT ,Mathematics for Computing
S00124,2024-03-10, late,Machine Learning
S00005,2024-07-12,Present,Machine Learning
S00091,2024-10-22,left early,Software Engineering Lab
S00111,2024-04-20,Absent,Machine Learning
S00048,2024-10-20,absnt,Machine Learning
S00119,2025-01-25,PRESENT ,Software Engineering Lab
S00120,2025-01-15,Late,Computer Networks
S00074,2024-03-09,absnt,Database Management Systems
S00019,2024-03-27,left early,Machine Learning
S00081,2024-08-29,absnt,Operating Systems
S00124,2024-06-28,Absent,Artificial Intelligence Lab
S00035,2024-05-24,excused,Mathematics for Computing
S00081,2025-03-03, late,Software Engineering Lab
S00092,2024-08-30,Present,Artificial Intelligence Lab
S00138,2024-10-01, late,Operating Systems
S00150,2024-08-22,Late,Software Engineering Lab
S00050,2024-03-26,Late,Artificial Intelligence Lab
S00084,2024-06-05,left early,Software Engineering Lab
S00015,2024-08-06,left early,Artificial Intelligence Lab
S00054,2024-12-26,Late,Computer Networks
S00075,2024-08-03,PRESENT ,Database Management Systems
S00047,2025-02-02,Absent,Mathematics for Computing
S00007,2024-12-08, late,Operating Systems
S00111,2025-02-05,Absent,Operating Systems
S00048,2024-06-10,left early,Database Management Systems
S00112,2024-09-19,absnt,Artificial Intelligence Lab
S00045,2024-08-22,Absent,Operating Systems
S00090,2024-03-18,Present,Operating Systems
S00137,2024-03-17,left early,Machine Learning
S00100,2024-08-18,Absent,Machine Learning
S00075,2024-08-23,PRESENT ,Database Management Systems
S00012,2024-12-04,excused,Machine Learning
S00074,2024-12-22,excused,Machine Learning
S00037,2024-07-15,Present,Artificial Intelligence Lab
S00150,2024-04-06,left early,Artificial Intelligence Lab
S00065,2025-03-07,excused,Computer Networks
S00022,2025-02-26,excused,Artificial Intelligence Lab
S00123,2024-07-22,PRESENT ,Database Management Systems
S00037,2024-06-28,Absent,Software Engineering Lab
S00114,2024-10-25,excused,Computer Networks
S00009,2024-12-13,Late,Database Management Systems
S00139,2024-03-12,excused,Mathematics for Computing
S00092,2025-01-10,left early,Artificial Intelligence Lab
S00010,2024-10-12,absnt,Operating Systems
S00045,2024-10-09,PRESENT ,Computer Networks
S00030,2025-01-21,left early,Operating Systems
S00088,2025-02-15,excused,Computer Networks
S00051,2024-10-10,excused,Software Engineering Lab
S00148,2024-09-25,excused,Operating Systems
S00055,2024-06-03, late,Computer Networks
S00010,2024-10-15,Absent,Computer Networks
S00025,2024-05-28,excused,Computer Networks
S00072,2024-05-12,PRESENT ,Machine Learning
S00132,2024-08-20,absnt,Mathematics for Computing
S00142,2024-04-08, late,Mathematics for Computing
S00106,2024-12-18, late,Machine Learning
S00100,2025-01-27,Absent,Mathematics for Computing
S00080,2024-10-23,excused,Database Management Systems
S00081,2025-03-04,Absent,Operating Systems
S00119,2024-05-26,Late,Machine Learning
S00030,2024-07-09,Late,Machine Learning
S00009,2024-08-27,Late,Machine Learning
S00106,2024-04-09, late,Artificial Intelligence Lab
S00080,2024-10-13,Late,Database Management Systems
S00100,2025-02-07,Present,Operating Systems
S00104,2024-04-12,Absent,Operating Systems
S00021,2024-10-25,excused,Machine Learning
S00056,2025-01-04,left early,Artificial Intelligence Lab
S00096,2024-06-03,left early,Machine Learning
S00150,2024-09-07,excused,Software Engineering Lab
S00029,2024-04-15,Absent,Machine Learning
S00090,2024-07-14,PRESENT ,Operating Systems
S00120,2024-03-31, late,Software Engineering Lab
S00101,2024-12-22,Absent,Software Engineering Lab
S00003,2024-12-03,PRESENT ,Mathematics for Computing
S00084,2024-07-28,Late,Operating Systems
S00024,2024-07-24,PRESENT ,Database Management Systems
S00001,2024-04-24,absnt,Artificial Intelligence Lab
S00131,2025-01-03, late,Artificial Intelligence Lab
S00082,2025-02-13, late,Mathematics for Computing
S00145,2024-04-02,absnt,Mathematics for Computing
S00025,2024-06-04,excused,Software Engineering Lab
S00039,2025-01-26,absnt,Artificial Intelligence Lab
S00006,2024-04-30,excused,Computer Networks
S00146,2024-10-23,Late,Software Engineering Lab
S00009,2024-04-04,Late,Computer Networks
S00051,2025-02-14,Present,Machine Learning
S00144,2024-04-04,Late,Artificial Intelligence Lab
S00092,2024-12-04,absnt,Computer Networks
S00015,2024-12-08,left early,Computer Networks
S00023,2024-08-17,Absent,Artificial Intelligence Lab
S00135,2024-12-26,absnt,Mathematics for Computing
S00143,2025-02-11,Late,Database Management Systems
